Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Month Name,Year
BS0000103,20-03-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.509794,Daylight,Kensington and Chelsea,None,-0.197988,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:00:00,Urban,Fine no high winds,Taxi/Private hire car,March,2021
BS0000104,20-01-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492565,Darkness - lights lit,Kensington and Chelsea,None,-0.200396,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:15:00,Urban,Fine no high winds,Motorcycle 125cc and under,January,2021
BS0000105,21-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486608,Daylight,Kensington and Chelsea,None,-0.169951,1,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:20:00,Urban,Fine no high winds,Motorcycle 50cc and under,March,2021
BS0000106,24-03-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.485669,Daylight,Kensington and Chelsea,None,-0.173157,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:15:00,Urban,Fine no high winds,Motorcycle 125cc and under,March,2021
BS0000107,23-03-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.488776,Daylight,Kensington and Chelsea,None,-0.176346,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:15:00,Urban,Fine no high winds,Motorcycle over 500cc,March,2021
BS0000108,23-03-2021,Monday,Auto traffic signal,Crossroads,Slight,51.48226,Daylight,Kensington and Chelsea,None,-0.173725,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:13:00,Urban,Raining no high winds,Car,March,2021
BS0000109,23-03-2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.483642,Darkness - lights lit,Kensington and Chelsea,None,-0.164308,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:42:00,Urban,Fine no high winds,Car,March,2021
BS0000110,24-03-2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.491834,Darkness - lights lit,Kensington and Chelsea,None,-0.164844,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 22:22:00,Urban,Raining no high winds,Car,March,2021
BS0000111,24-03-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,-0.158934,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:12:00,Urban,Fine no high winds,Motorcycle 125cc and under,March,2021
BS0000112,24-03-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520593,Daylight,Kensington and Chelsea,None,-0.210247,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:53:00,Urban,Fine no high winds,Car,March,2021
BS0000113,21-03-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.486624,Daylight,Kensington and Chelsea,None,-0.170958,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:50:00,Urban,Fine no high winds,Car,March,2021
BS0000114,25-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516402,Daylight,Kensington and Chelsea,None,-0.218482,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:50:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,March,2021
BS0000115,27-03-2021,Friday,Auto traffic signal,Crossroads,Slight,51.489535,Darkness - lights lit,Kensington and Chelsea,None,-0.155861,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:15:00,Urban,Fine no high winds,Car,March,2021
BS0000116,28-03-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.489744,Daylight,Kensington and Chelsea,None,-0.175011,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:40:00,Urban,Fine no high winds,Car,March,2021
BS0000117,27-03-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.49266,Daylight,Kensington and Chelsea,None,-0.160201,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Car,March,2021
BS0000118,28-03-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.506957,Daylight,Kensington and Chelsea,None,-0.194786,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 05:30:00,Urban,Fine no high winds,Car,March,2021
BS0000119,28-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.493541,Daylight,Kensington and Chelsea,None,-0.182062,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 06:30:00,Urban,Fine no high winds,Car,March,2021
BS0000120,28-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486183,Daylight,Kensington and Chelsea,None,-0.183075,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 17:21:00,Urban,Raining no high winds,Car,March,2021
BS0000121,18-03-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.497815,Darkness - lights lit,Kensington and Chelsea,None,-0.202639,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:49:00,Urban,Fine no high winds,Car,March,2021
BS0000122,28-03-2021,Saturday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.502755,Daylight,Kensington and Chelsea,None,-0.196393,2,4,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:35:00,Urban,Fine no high winds,Car,March,2021
BS0000123,24-03-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.487635,Daylight,Kensington and Chelsea,None,-0.17812,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:55:00,Urban,Fine no high winds,Car,March,2021
BS0000124,30-03-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.498814,Daylight,Kensington and Chelsea,None,-0.179979,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:35:00,Urban,Fine no high winds,Car,March,2021
BS0000125,13-03-2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.501571,Daylight,Westminster,None,-0.160706,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:00:00,Urban,Fine no high winds,Motorcycle over 500cc,March,2021
BS0000126,01-04-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493723,Daylight,Kensington and Chelsea,None,-0.182199,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:59:00,Urban,Fine no high winds,Car,April,2021
BS0000127,31-03-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:15:00,Urban,Fine no high winds,Car,March,2021
BS0000128,31-03-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506189,Daylight,Kensington and Chelsea,None,-0.209226,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:25:00,Urban,Fine no high winds,Car,March,2021
BS0000129,27-03-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.482902,Daylight,Kensington and Chelsea,None,-0.186086,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:05:00,Urban,Fine no high winds,Car,March,2021
BS0000130,03-04-2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.513129,Daylight,Kensington and Chelsea,None,-0.204342,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:15:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,April,2021
BS0000131,06-04-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521038,Daylight,Kensington and Chelsea,None,-0.209941,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:25:00,Urban,Fine no high winds,Car,April,2021
BS0000132,03-04-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507137,Daylight,Kensington and Chelsea,None,-0.194779,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:40:00,Urban,Fine no high winds,Motorcycle over 500cc,April,2021
BS0000133,26-03-2021,Thursday,Auto traffic signal,Roundabout,Slight,51.50467,Daylight,Hammersmith and Fulham,None,-0.21577,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 07:30:00,Urban,Fine no high winds,Car,March,2021
BS0000134,22-03-2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.492092,Darkness - lights lit,Kensington and Chelsea,None,-0.164113,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:05:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,March,2021
BS0000135,29-03-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.487452,Daylight,Kensington and Chelsea,None,-0.195412,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:35:00,Urban,Fine no high winds,Car,March,2021
BS0000136,19-03-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Darkness - lights lit,Kensington and Chelsea,None,-0.158934,2,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 05:11:00,Urban,Fine no high winds,Car,March,2021
BS0000137,23-03-2021,Monday,Give way or uncontrolled,Mini-roundabout,Slight,51.477465,Daylight,Kensington and Chelsea,None,-0.183422,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:10:00,Urban,Fine no high winds,Car,March,2021
BS0000138,25-03-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.496607,Daylight,Kensington and Chelsea,None,-0.206,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:54:00,Urban,Fine no high winds,Car,March,2021
BS0000139,08-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.494936,Daylight,Kensington and Chelsea,None,-0.185032,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:30:00,Urban,Fine no high winds,Car,April,2021
BS0000140,01-04-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.492747,Darkness - lights lit,Kensington and Chelsea,None,-0.200533,1,2,Metropolitan Police,Dry,One way street,30,31-12-1899 00:45:00,Urban,Fine no high winds,Car,April,2021
BS0000141,26-03-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.499127,Daylight,Kensington and Chelsea,None,-0.159652,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 10:10:00,Urban,Raining no high winds,Car,March,2021
BS0000142,28-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.502269,Darkness - lights lit,Kensington and Chelsea,None,-0.188199,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:45:00,Urban,Fine no high winds,Car,March,2021
BS0000143,08-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.488958,Daylight,Kensington and Chelsea,None,-0.164959,1,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:02:00,Urban,Fine no high winds,Motorcycle 125cc and under,April,2021
BS0000144,09-04-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.500996,Daylight,Kensington and Chelsea,None,-0.193148,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:40:00,Urban,Fine no high winds,Car,April,2021
BS0000145,09-04-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496408,Daylight,Kensington and Chelsea,None,-0.169846,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 09:15:00,Urban,Fine no high winds,Car,April,2021
BS0000146,12-04-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.494692,Daylight,Kensington and Chelsea,None,-0.192533,3,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:22:00,Urban,Fine no high winds,Car,April,2021
BS0000147,12-04-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.490626,Daylight,Kensington and Chelsea,None,-0.191253,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 15:50:00,Urban,Fine no high winds,Car,April,2021
BS0000148,10-04-2021,Friday,Auto traffic signal,Crossroads,Slight,51.492931,Daylight,Kensington and Chelsea,None,-0.200814,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 14:51:00,Urban,Raining no high winds,Car,April,2021
BS0000149,15-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.521682,Daylight,Kensington and Chelsea,None,-0.210925,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:45:00,Urban,Fine no high winds,Car,April,2021
BS0000150,15-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.480112,Daylight,Kensington and Chelsea,None,-0.180148,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:50:00,Urban,Fine no high winds,Car,April,2021
BS0000151,14-04-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.490988,Daylight,Kensington and Chelsea,None,-0.197289,2,2,Metropolitan Police,Dry,One way street,30,31-12-1899 13:20:00,Urban,Fine no high winds,Car,April,2021
BS0000152,17-04-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.485441,Daylight,Kensington and Chelsea,None,-0.181664,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 09:30:00,Urban,Raining no high winds,Car,April,2021
BS0000153,20-04-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492645,Daylight,Kensington and Chelsea,None,-0.193911,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:30:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,April,2021
BS0000154,28-01-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.499915,Daylight,Kensington and Chelsea,None,-0.210625,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:30:00,Urban,Fine no high winds,Other vehicle,January,2021
BS0000155,20-04-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.477831,Daylight,Kensington and Chelsea,None,-0.183839,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:10:00,Urban,Fine no high winds,Car,April,2021
BS0000156,22-04-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.508817,Daylight,Kensington and Chelsea,None,-0.210564,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:48:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),April,2021
BS0000157,16-04-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,Kensington and Chelsea,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:12:00,Urban,Fine no high winds,Car,April,2021
BS0000158,22-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.498242,Daylight,Kensington and Chelsea,None,-0.201181,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:45:00,Urban,Fine no high winds,Car,April,2021
BS0000159,20-04-2021,Monday,Auto traffic signal,Crossroads,Serious,51.489354,Daylight,Kensington and Chelsea,None,-0.19044,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:00:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,April,2021
BS0000160,22-04-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.501365,Daylight,Kensington and Chelsea,None,-0.19371,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:40:00,Urban,Fine no high winds,Car,April,2021
BS0000161,25-04-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.495197,Daylight,Kensington and Chelsea,None,-0.196115,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:00:00,Urban,Fine no high winds,Car,April,2021
BS0000162,26-04-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.481664,Daylight,Kensington and Chelsea,None,-0.187431,4,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:51:00,Urban,Fine no high winds,Car,April,2021
BS0000163,23-04-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.497127,Daylight,Kensington and Chelsea,None,-0.204683,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:50:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,April,2021
BS0000164,24-04-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.481577,Daylight,Kensington and Chelsea,None,-0.176057,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:25:00,Urban,Fine no high winds,Car,April,2021
BS0000165,14-04-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.495809,Daylight,Kensington and Chelsea,None,-0.171743,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:20:00,Urban,Fine no high winds,Car,April,2021
BS0000166,10-04-2021,Friday,Auto traffic signal,Crossroads,Slight,51.481894,Daylight,Kensington and Chelsea,None,-0.173308,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 13:15:00,Urban,Raining no high winds,Car,April,2021
BS0000167,27-04-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506866,Daylight,Kensington and Chelsea,None,-0.206462,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 07:35:00,Urban,Fine no high winds,Motorcycle over 500cc,April,2021
BS0000168,27-04-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.493777,Darkness - lights lit,Kensington and Chelsea,None,-0.174129,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:57:00,Urban,Fine no high winds,Car,April,2021
BS0000169,27-04-2021,Monday,Auto traffic signal,Crossroads,Slight,51.495117,Daylight,Kensington and Chelsea,None,-0.1735,1,2,Metropolitan Police,Wet or damp,One way street,30,31-12-1899 13:45:00,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t,April,2021
BS0000170,26-04-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.48342,Daylight,Kensington and Chelsea,None,-0.167342,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:50:00,Urban,Fine no high winds,Car,April,2021
BS0000171,29-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.507464,Darkness - lights lit,Kensington and Chelsea,None,-0.204421,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:37:00,Urban,Fine no high winds,Car,April,2021
